accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
EU708899.1	704	704	513	106.19134	31.0842	Human rotavirus Ro1845 NSP4 protein (NSP4) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	MTR837.p1679	23442588
EU708900.1	631	630	601	152.8108	40.6293	Human rotavirus Ro1845 NSP5 protein (NSP5) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	MTR837.p1679	23442588
FJ222451.1	6171	1081	33	0.76399267	0.228114	Astrovirus MLB1, complete genome	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	MTR837.p1679	23442588
FJ361201.1	3267	2659	264	11.591915	3.44706	Rotavirus A strain 116E/AG segment 1 viral protein 1 (VP1) gene, complete cds	638299	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A strain 116E/AG	Rotavirus A strain 116E/AG	MTR837.p1679	23442588
FJ755404.1	6771	1973	211	4.3606706	1.3293	Human astrovirus 1 Beijing/291/2007/CHN, complete genome	626180	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/291/2007/CHN	Human astrovirus 1 Beijing/291/2007/CHN	MTR837.p1679	23442588
FJ755405.1	6771	2656	211	4.490711	1.3293	Human astrovirus 1 Beijing/293/2007/CHN, complete genome	626181	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN	Human astrovirus 1 Beijing/293/2007/CHN	MTR837.p1679	23442588
FJ973620.1	6586	3797	176	3.857831	1.13995	Astrovirus VA1, complete genome	645687	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 9	Astrovirus VA1	Astrovirus VA1	MTR837.p1679	23442588
GQ225794.1	1194	1164	1675	212.90422	59.8418	Rotavirus A AU32xUK reassortant (UKg9AU32) VP6 protein gene, complete cds	666966	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A AU32xUK reassortant (UKg9AU32)	Rotavirus A AU32xUK reassortant (UKg9AU32)	MTR837.p1679	23442588
GQ415660.1	6534	2751	134	2.906015	0.874823	Mamastrovirus 8 isolate NI-295, complete genome	1239572	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 8	unclassified Mamastrovirus 8 subspecies/strain	unclassified Mamastrovirus 8 strain	MTR837.p1679	23442588
GU937877.1	3302	3267	13723	600.39087	177.283	Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	MTR837.p1679	23442588
GU937881.1	1356	1348	26307	3106.9785	827.573	Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	MTR837.p1679	23442588
GU984757.1	1356	1099	680	68.32753	21.3916	Bovine rotavirus A strain 68 VP6 (VP6) gene, complete cds	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	MTR837.p1679	23442588
GU991355.1	7544	2563	117	2.1407897	0.661574	Norovirus Hu/Shanghai/SH312/2009/CHN, complete genome	756497	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/Shanghai/SH312/2009/CHN	Norovirus Hu/Shanghai/SH312/2009/CHN	MTR837.p1679	23442588
HQ834203.1	1059	599	182	12.086908	7.33111	Lamb rotavirus strain CC0812-1/2008 segment 8, complete sequence	28326	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Lamb rotavirus	Lamb rotavirus	MTR837.p1679	23442588
J02226.1	5130	4953	1374	37.545982	11.4252	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	MTR837.p1679	23442588
JN379039.1	7798	1936	81	1.5160826	0.443094	Salivirus CH, complete genome	1330996	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	Salivirus CH	Salivirus CH	MTR837.p1679	23442588
JN648103.1	5413	3924	234	6.161885	1.84405	Canine bocavirus 1 isolate Con-161, complete genome	1511885	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 2	Canine bocavirus 1	Canine bocavirus 1	MTR837.p1679	23442588
JN799423.1	2306	1400	89	5.467996	1.64636	Mammalian orthoreovirus strain 729 segment M1 mu-2 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	MTR837.p1679	23442588
JN799428.1	3903	2049	84	3.095124	0.918069	Mammalian orthoreovirus strain 729 segment L3 lambda-1 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	MTR837.p1679	23442588
JX195074.1	3302	2256	2119	93.13388	27.3746	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 1, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	MTR837.p1679	23442588
JX195075.1	2735	1978	902	49.822052	14.0684	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 2, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	MTR837.p1679	23442588
JX195076.1	2591	2586	22151	1266.9357	364.687	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 3, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	MTR837.p1679	23442588
JX195078.1	1356	1352	49974	5589.969	1572.1	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 6, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	MTR837.p1679	23442588
JX195080.1	1567	1564	17872	1695.5145	486.518	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 5, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	MTR837.p1679	23442588
JX195081.1	1059	1059	16402	2204.0254	660.686	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 8, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	MTR837.p1679	23442588
JX195082.1	1074	901	429	38.453465	17.0391	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 7, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	MTR837.p1679	23442588
JX195084.1	664	661	16019	3921.1965	1029.11	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 11, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	MTR837.p1679	23442588
JX857868.1	6581	2701	145	2.9460425	0.939876	Astrovirus VA3 isolate VA3/human/Vellore/28054/2005, complete genome	683174	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus VA3	unclassified Astrovirus VA3 subspecies/strain	unclassified Astrovirus VA3 strain	MTR837.p1679	23442588
JX857870.1	6124	1224	56	1.2909274	0.390074	Astrovirus MLB3 isolate MLB3/human/Vellore/26564/2004, complete genome	1247114	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus MLB3	unclassified Astrovirus MLB3 subspecies/strain	unclassified Astrovirus MLB3 strain	MTR837.p1679	23442588
KC782514.2	1566	1562	15545	1486.9929	423.441	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP1 (NSP1) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	MTR837.p1679	23442588
KC782515.2	1059	1059	24023	3371.0132	967.667	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP2 (NSP2) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	MTR837.p1679	23442588
KC782516.2	1066	1066	18492	2824.9312	739.982	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP3 (NSP3) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	MTR837.p1679	23442588
KC782518.2	816	813	14348	2717.3875	750.059	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP5 (NSP5) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	MTR837.p1679	23442588
KC782520.2	2687	2685	30734	1601.9302	487.917	Rotavirus A human-wt/USA/LB1562/2010/G9P4 VP2 (VP2) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	MTR837.p1679	23442588
KF039910.1	6792	2334	201	3.9676301	1.26239	Human astrovirus 2 isolate Rus-Nsc05-430, complete genome	12701	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 2	Human astrovirus 2	MTR837.p1679	23442588
KM023140.1	7998	3315	203	3.441896	1.0827	Salivirus FHB, complete genome	1547495	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus FHB	unclassified Salivirus FHB subspecies/strain	unclassified Salivirus FHB strain	MTR837.p1679	23442588
KP404149.1	6617	1385	46	0.97726923	0.296545	Canine astrovirus strain Gillingham/2012/UK, complete genome	1157338	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Canine astrovirus	unclassified Canine astrovirus subspecies/strain	unclassified Canine astrovirus strain	MTR837.p1679	23442588
KY661949.1	1062	812	128	21.814693	5.14138	Rotavirus G9 strain 1CR134 outer capsid protein (VP7) gene, complete cds	42567	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G9	Rotavirus G9	MTR837.p1679	23442588
L13745.1	6828	4732	2049	43.0587	12.801	Human astrovirus serotype 2, complete sequence of genomic RNA	1868658	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Human astrovirus	unclassified Human astrovirus subspecies/strain	unclassified Human astrovirus strain	MTR837.p1679	23442588
M55918.1	2319	1774	240	15.076994	4.41474	Chicken anemia virus ORF1 (Cux-1), ORF2 (Cux-1), and ORF3 (Cux-1) genes, complete cds	12618	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Chicken anemia virus	unclassified Chicken anemia virus subspecies/strain	unclassified Chicken anemia virus strain	MTR837.p1679	23442588
MF118167.1	3925	1930	69	2.501457	0.749901	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain	MTR837.p1679	23442588
MF684776.1	6803	3425	240	4.8938823	1.50489	Human astrovirus 5 isolate 2013/Fuzhou/85, complete genome	35741	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 5	Human astrovirus 5	MTR837.p1679	23442588
MF944258.1	7484	3023	240	4.517589	1.36796	Sapovirus sp. strain 20151018, complete genome	1906670	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sp.	unclassified Sapovirus sp. subspecies/strain	unclassified Sapovirus sp. strain	MTR837.p1679	23442588
MF947441.1	8244	4199	176	2.884606	0.910687	Kobuvirus sp. strain 16317x87 polyprotein gene, complete cds	2094719	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus sp.	unclassified Kobuvirus sp. subspecies/strain	unclassified Kobuvirus sp. strain	MTR837.p1679	23442588
MK250985.1	7442	3110	88	1.727921	0.504414	Sapovirus GI isolate BRA/TO-66, complete genome	515176	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI	Sapovirus GI	MTR837.p1679	23442588
NC_007572.1	2283	1034	46	2.9910924	0.859501	Rotavirus C segment 3, complete sequence	36427	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus C	unclassified Rotavirus C subspecies/strain	unclassified Rotavirus C strain	MTR837.p1679	23442588
NC_009334.1	172764	2543	36	0.028103167	0.00888881	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2	MTR837.p1679	23442588
U50869.1	7514	7086	4391	80.123985	24.928	Tobacco Ringspot virus RNA1 polyprotein gene, complete cds	12282	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Tobacco ringspot virus	unclassified Tobacco ringspot virus subspecies/strain	unclassified Tobacco ringspot virus strain	MTR837.p1679	23442588
V01108.1	5153	4552	593	16.329403	4.90895	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain	MTR837.p1679	23442588
Z25771.1	6813	6279	1702	36.20441	10.6565	Human astrovirus type 1 genes for capsid protein and nonstructural protein	12456	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1	Human astrovirus 1	MTR837.p1679	23442588
AY363727.1	3929	3361	5173	188.30511	56.1636	Tobacco ringspot virus RNA2 segment, complete sequence	12282	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Tobacco ringspot virus	unclassified Tobacco ringspot virus subspecies/strain	unclassified Tobacco ringspot virus strain	MTR837.p1679	23442588
AB252582.1	7347	1334	48	0.9278866	0.278693	Human parechovirus 6 genomic RNA, complete genome, strain: NII561-2000	411152	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A	Human parechovirus 6	Human parechovirus 6	MTR837.p1679	23442588
KF861773.1	1730	876	251	21.408861	6.18902	Porcine picobirnavirus strain 221/04-16/ITA/2004 segment S, complete sequence	442302	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Picobirnavirus	Porcine picobirnavirus	unclassified Porcine picobirnavirus subspecies/strain	unclassified Porcine picobirnavirus strain	MTR837.p1679	23442588
JF804992.1	842	809	185	35.63439	9.37247	Human rotavirus A strain 6212 VP4 (VP4) gene, partial cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	MTR837.p1679	23442588
KC769372.1	2686	1989	9880	547.0209	156.908	UNVERIFIED: Rotavirus A strain RVA/Human-wt/AUS/CK00065/2007/G1P[8] segment 2 genomic sequence	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KC769368.1	1015	909	1927	335.32834	80.986	UNVERIFIED: Rotavirus A strain RVA/Human-wt/AUS/CK00065/2007/G1P[8] segment 7 genomic sequence	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
EF583031.1	2508	1268	174	9.902036	2.95949	Rotavirus A strain RVA/Human-tc/BRA/IAL28/1992/G5P[8] capping protein VP3 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KX778616.1	1461	979	2991	265.93362	87.3294	Rotavirus A isolate Hu/DOM/2013840364/2013/G4P[6-8_R] NSP1 (NSP1) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KU048654.1	1062	1061	5065	741.5395	203.446	Rotavirus A isolate Hu-wt/ITA/RG179/13/2013/G12P8 VP7 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KY055429.1	2585	2536	15611	863.9869	257.611	Rotavirus A strain RVA/Goat-wt/UGA/BUW-14-085/2014/G6P[1] VP3 (VP3) mRNA, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KU048554.1	2735	2718	14784	763.11255	230.584	Rotavirus A isolate Hu-wt/ITA/PA525/14/2014/G12P8 VP2 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
JX040433.1	906	692	22773	4055.8518	1072.23	Rotavirus A strain RVA/human-wt/IND/N-1/2009/G6P[14] non-structural protein NSP4 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KT887535.1	1191	1082	4699	627.6225	168.302	Rotavirus A strain RVA/alpaca-wt/PER/1115/2010/G8P[1] segment 6, partial sequence	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
DQ146672.1	2753	2224	2345	117.673454	36.3355	Rotavirus A strain RVA/Human/BGD/Matlab13/2003/G12P[6] VP2 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
DQ146673.1	2591	1474	179	9.820565	2.947	Rotavirus A strain RVA/Human/BGD/Matlab13/2003/G12P[6] VP3 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
U54773.1	1182	854	1749	218.0281	63.12	Human rotavirus A strain Mc345 NSP5 mRNA, complete cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	MTR837.p1679	23442588
KF371682.1	1062	1061	14395	2114.875	578.205	Human rotavirus A strain RVA/Human-tc/CHN/L148/2004/G3P[8] segment 9, complete sequence	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	MTR837.p1679	23442588
KT695085.1	2359	1732	1459	86.01358	26.3829	Human rotavirus A strain RVA/Human-tc/USA/DC3695-40-AG/1989/G1P[8] VP4 (VP4) gene, complete cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	MTR837.p1679	23442588
HM773795.1	1023	704	224	12.514318	9.34043	Rotavirus A strain RVA/Human-wt/USA2008747100/2008/G1P[8] segment 8 non-structural protein NSP2 (NSP2) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
MG181384.1	2359	1184	750	44.647804	13.5621	Rotavirus A strain RVA/Human-wt/MWI/OP2-520/2002/G1P[8] structural protein 4 (VP4) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
MG181387.1	1567	1020	1422	114.05646	38.7102	Rotavirus A strain RVA/Human-wt/MWI/OP2-520/2002/G1P[8] nonstructural protein 1 (NSP1) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
MG181720.1	750	749	3001	451.79834	170.687	Rotavirus A strain RVA/Human-wt/MWI/BID263/2014/G1P[8] nonstructural protein 4 (NSP4) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
LC328228.1	2676	2264	352	17.357086	5.61114	Rotavirus A RVA/Cat-tc/JPN/FRV303/1993/G3P[3] VP2 gene for viral protein 2, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KJ639017.1	1062	1060	13257	1991.0713	532.495	Rotavirus A isolate RVA/Human/JPN/S13-30/2013/G3P[4] segment 9 VP7 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KC687007.1	1367	1004	932	101.31224	29.0832	Rotavirus A strain RVA/Human-wt/CMR/6795/1999/G9P[8] structural protein VP2 (VP2) gene, partial cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KP882187.1	2316	1645	4750	281.51755	87.4882	Rotavirus A strain RVA/Human-wt/BGD/Bang-114/2008/G2P[4] segment 4 VP4 (VP4) gene, partial cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KC175185.1	1343	1115	3137	363.69656	99.6398	Rotavirus A strain RVA/Human-wt/IND/N198/2004/G10P[11] segment 6 inner capsid protein VP6 (VP6) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
KF690127.1	2591	2124	96	5.895125	1.58051	Rotavirus A strain RVA/Human-wt/AUS/RCH272/2012/G3P[14] VP3 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
FJ347126.1	1356	1227	3108	286.2355	97.7723	Rotavirus A strain RVA/Guanaco-wt/ARG/Rio_Negro/1998/G8P[1] VP6 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
FJ347104.1	1356	1116	3466	381.0937	109.034	Rotavirus A strain RVA/Guanaco-wt/ARG/Chubut/1999/G8P[14] VP6 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	MTR837.p1679	23442588
